tweet_id,text,favorite_count
1615702627953831936',"The bigger the opportunities you turn down, the bigger the ones you’re left with.

In other words, the higher the bar, the bigger the opp must be to qualify.

So if you’re not sure what to pick, raise your bar.

You’ll only pick one in the beginning anyways, so make it good.",544
1615700448186626050',"You don’t become confident by shouting affirmations in the mirror, but by having a stack of undeniable proof that you are who you say you are.

Outwork your self doubt.",3503
1615506218063384577',"When you’re sluggish in the middle of the day, there are two things that can recharge you:

1) Nap
2) Workout

But only one of them makes you more jacked.",2350
1615392301978615842',Only poor people think someone else succeeding means they’re failing.,4189
1615354206592061444',"If you’re not sure what to sell next, customers usually want a better, faster, less work version of the thing they just bought from you.",1221
1615223756062068738',"If your life sucks, the easiest thing to change is your environment.",3706
1615073734196613121',Long term > Any other term,1753
1614975797877506049',"If it’s not worth doing well, it’s not worth doing at all.",1596
1614840809081409537',The unmet expectation of a extraordinary life makes more people unhappy than an ordinary life.,1075
1614656640728600576',"Don’t ask people to do two things at once.

Instead, ask them to do the first thing, then after they do the first thing, give them a good reason to do the second that makes doing the first seem silly without the second.",961
1614510162383097856',It’s often not about what you’re willing to do to get something but what you’re willing to give up.,1432
1614423410548903938',Anger is more useful than sadness.,2764
1614398235266928640',"“What do you think would look better…another fancy purse, or your high school weight?”",646
1614369595217043456',"You’ve got enough enemies already, at the very least, make sure your friends root for you.",536
1614359243418656771',"You will be less upset about it in 25 years than you are right now, so just skip to that.",1146
1614319124502700032',"If you don’t have time to do it today, it just might not be worth doing in general.",1168
1614279971236728832',"If you want to find gratitude in every day activities, just imagine it’s the last time you’re ever going to do it.",2071
1613941494892609541',"The more advanced you are, the more context the advice giver needs to give good advice.",1072
1613894941217808384',Just don’t let the one time you’re wrong undo all the times you were right.,1432
1613748969456209921',"Rare friends are, by definition, rare. 

So don’t be surprised if you have to say no to most people who don’t meet that standard.",1129
1613730092911394816',"The distance between good and great on a product is much further than zero to good.

Which is why more people like to build new things than make their current thing better.

But that’s where all the money is, the better version of the thing your customers already want.",706
1613668441369591817',"You can’t “hack” your way to an enduring business. 

At some point you have to confront the work of having an exceptional product…all hundred boring iterations it takes to get there.",707
1613623145230962710',Most business owners wouldn’t use their own product. And that’s why new customers don’t want to either.,1423
1613574095311966210',"Obviously good business decisions are often obvious only in hindsight.

Which is why growing a business always looks simple from the sidelines and yet so few are able to do it themselves.",616
1613537829040328704',The thing with simplicity is - it’s hard to do. That’s why people underestimate it.,1401
1613440320066457601',Most of my pain I can trace back to thinking I was more important than I am.,2540
1613347833603821569',It’s easier to take a $10M business to $20M than it is to take a new business from $0 to $10M.,4831
1612968827012222976',The greatest source of humility is an accurate view of reality.,1629
1612938633232646144',"When setting objectives: 
Chunk up by asking WHY
Chunk down by asking HOW",573
1612913266195587072',"This is a frightening visual for me. 

The first dot is the amount of data Chat GPT 3 was trained on.

The second is what chat GPT 4 is trained on. 

They are already doing demos. 

It can write a 60,000 word book from a single prompt. 

The only question I've had about AI…",19330
1612903400835874817',The prospect trusts the company who most accurately understands and communicates their pain back to them.,873
1612843395554369536',"Reminder for anyone trying to improve their circumstances:

A lot can change in a year.",4804
1612835814941294592',"A sale always happens. 

Either you sell the other person on your solution or they sell you on their excuse.

And the person who talks the most loses.",1469
1612801476174176258',You can change how you feel by changing who you compare yourself to.,1809
1612610212191502336',"When a person eliminates desire, they destroy the influence anyone and anything has over them.",2209
1612587225132470272',Managing expectations is as important as driving results.,900
1612543531742011421',Most people think they have a leads problem when they really just don’t make enough per customer.,716
1612519623311917056',"Ways to get other people to do what you want:

Persuade: do it for its own sake
Incentivize: do it for the carrot
Threaten: do it to avoid the stick",562
1612476434769154049',"When you don’t have tracking, you’re not marketing, you’re gambling.",2101
1612460286711312389',"It would be unreasonable for it to be easy, then everyone would do it. Then, it wouldn’t be worthwhile.",1253
1612441631147409410',Ask not. Get not.,970
1612315498389307392',"“You don’t retire on money, you retire on memories.” 

- Bill Perkins",1881
1612289353182478342',"Power is the ability to influence people or events.

We can learn influence. 
Which means we can learn power.",820
1612242317364133889',"You can never provide too much value, but you can charge too little for it.",1552
1612211338469675008',It’s impossible to control a man who needs nothing.,9454
1612181133189341184',"This quote, to me, gets at the heart of masculinity as I see it:

“Do no harm. Take no shit.”",2027
1612147802662109184',"Everyone respects excellence.
All cultures. All languages.
And it’s 100% under our control.",1243
1612128398184443904',"If you had asked people 1yr ago which jobs AI would take first, you probably would’ve heard “blue collar then white collar then eventually MAYBE creative jobs” but it’s the reverse.

It shows just how bad humans are at predicting.

Good news: No one else knows shit either.",995
1612107018080518146',"Most people aren’t that happy. 
There’s nothing wrong with you.",2114
1611968419443933185',"Opportunities only look like opportunities in the rearview mirror.

Today, they look like risk.",5546
1611950371097956352',"When you add others, joy multiplies and grief divides.",804
1611857755471503365',"I began waking up without anxiety when I gave up my need for two things:

1) Meaning
2) Joy

Said differently. I decided it was “okay” for me to accept my present rather than comparing it to a arbitrary ideal that I constantly fell short of.

And my world got a lot quieter.",2270
1611837339244060673',"In an up market, everyone is rich.
In a down market, only rich people are.

Consider selling more to them.",1251
1611823777804861443',"Everyone is given different starting points.
But the end point is entirely up to us.",1223
1611769305431179264',The first lesson to get out of poverty is just two words: “my fault”,3654
1611477858182131712',"Fun new vocab:

Really pessimistic old people.

—> “doomers” 😂😅",872
1611452547394605056',"If you’re saving your money to give away when you die, you’re not giving anything. You’re just leaving it behind.

So give it while you’re alive rather than leaving what’s left.",1268
1611382503658622977',Best way to lose good talent is to sell bad customers.,971
1611159403754823681',Give away more than anyone else and you’ll get more than anyone else.,2600
1611115376183484420',"If you’re not in shape, guess whose fault that is.",6748
1611085165228351491',"True experts don’t have false humility.
The more they know the more ignorant they realize they are. So in a real way, the better you get, the more humbled by your craft you become.",809
1611033811848159234',To best 90% of people you just need to think one move ahead.,1492
1611027934613245954',"When I workout, I want to play ding dong ditch on death’s door. Then come back and ring again tomorrow.",527
1611015883127947272',You’re never gonna respond with something meaner than a mean person says to themselves.,619
1610990064309501961',"How to lose a sale: get the prospect to disagree with you.

How to never have them disagree: answer their questions with questions about their questions.

The person who gives concrete responses now has to defend them.

And if you’re on defense, you’re not closing.",1565
1610879139577491460',"A reminder for the gladiators in the arena who feel beat up and scarred with no hope in sight:

Building a business is hard.

“Hard” feels shitty.

This is what hard feels like.

And this is why most people can’t do it.

But you can.",2036
1610726088388538370',"If you’re feeling burnt out, you’re not alone.

The road is long and the load is heavy.

I released a convo with a 8F founder in our portfolio considering shutting down his company because he felt like he couldn’t keep going.

I hope it serves you.",548
1610508531060576256',"For everyone starting the new year who never wants to listen to another voice memo…use this response:

“I’m with people. Send bullets so I can hit you back.” 

Alternatives include:
“Out right now…”
“It’s loud where I’m at…”
“On a phone call…”

Should give you some hours back",514
1610471138940837893',You only build up a tolerance for pain through experiencing it.,2645
1610424561329229827',You don’t need to explain yourself. Because their opinion doesn’t matter.,1438
1610394359341490178',The pain you feel today builds the strength you have tomorrow.,1769
1610376755696619521',All suffering is equal in the eye of the sufferer.,615
1610345292859072513',"Document your weakest moments. 
They’ll be the stories you tell.
Champions are made from overcoming challenges, not avoiding them.",1899
1610316367172878338',There’s nothing you can say that will make someone like you more than listening to what they say.,1248
1610284898962530304',"19 years.

Just don’t stop.",2696
1610249607283630081',"Physical strength comes from a muscle being broken down 1000x and growing back a little stronger each time.

Emotional strength comes from someone’s spirit being broken down a 1000x and growing back a little stronger each time.

The first happens naturally.
The second, by choice.",2397
1610117151402381313',"If you want someone to like you, do them a BIG favor without them asking.",1758
1610084520866480130',Listening builds more rapport than talking.,2055
1610037070713716737',"Winners expect it to be hard.
Losers expect it to be easy.

Both adjust their effort accordingly.",2058
1610028306640039938',"Intelligence = speed of learning
Learning = new behavior under same condition

Which means, how quickly you’re able to change what you do when you see the same thing determines how smart you are.

Game on.",1122
1609951448388833281',"To make habits stick I recommend making the good thing more convenient than the bad thing. 

Let laziness work in your favor.",1510
1609897419604361219',"All you need to be successful is the ability to influence.

Then you can use that to get everyone else to do everything else.",1437
1609756412502052864',"Most humans eat the same 5-10 meals 90% of the time. If you want to change the way you look, you just have to change those 5-10 meals. That’s it.",2941
1609719921432305666',"Expect it to be grueling, take forever, and cost a ton.

Then, you leave room to be pleasantly surprised.",1546
1609673360887222275',"All New Year’s resolutions come down to one thing: impulse control.

So it might be worth making that the habit. You have unlimited ways everyday to practice it. And once you have more of it, all your goals become attainable by using it.

Only factor becomes how much you need.",903
1609628067395158016',"When someone insults you without any context on your life, they’re not insulting you, they’re insulting someone who hurt them who you remind them of.",1975
1609595388545347586',You’re not gonna lose any weight this year unless you learn to control yourself around food.,2391
1609580837435224065',"Knowledge is the only thing that buys you time.

We should value it according to the amount of life it saves us.",1318
1609304685847904259',"Give yourself so much goddamn proof that you are the version of yourself want to be, and you’ll become them.",2191
1609253997113925632',"False: New year. New you.
True: New actions. New you.",5832
1609222161763561476',People will accept your unbelievable demands of them if you match them with even greater demands of yourself.,543
1609175081833451520',"A new friend followed me here but didn’t know this, so I’m sharing…

These are actually just me tweeting all day. No one writes my tweets but me.

90% of them come while I drink coffee in the morning and between sets when I workout.

So if ya read it, it’s from me.",2052
1609049667576401920',"If you want to be the best, prepare to be alone. Because there can only be one.",4770
1608467313602461702',"If you’re not making as much money as you want, consider checking your bank account before social media.",4077
1608126482651697153',"Everyone’s “too busy” when you haven’t provided them value lately.

Everyone can “make time” if they think they’ll get more from you than someone they’re “too busy” for.",2184
1608072818054266880',"Even if the course doesn’t make you rich, the decision to invest in your education will.",2282
1607949607669202944',"Two silent life ruiners:

1) The people in your cohort you compare yourself against (think ‘frenemies’)
2) People who’s approval you seek usually older (think brother/dad)

People waste their lives focused on defeating the first while enslaved to approval of the second.",1005
1607899174476840961',"My favorite winning strategy:

Measure winning on a longer time horizon than your competition.",1150
1607846327303512064',"No course is gonna make you rich. 
But the decision to voraciously learn will.",1961
1607801027171860482',"Don’t play to win, play to play. And when you do that, you cannot lose.",3260
1607751953932582912',Generational wealth is transferred through education not assets.,9698
1607715496459108352',Fear prevents us from dying but keeps us from living.,2028
1607496572304064515',"Why would you wait until a specific date to live a better version of your life?

If it’ll make your life better in the future, it’ll make your life better today.",1941
1607460029132570626',"If you aren’t sure who loves you or how much - ask yourself this question (the results may surprise you):

Who would endure the greatest sacrifice to keep their relationship with me?

When I rank order relationships by this metric, I think I get much closer to the truth.",904
1607455631908442113',"Advertising works best when you make more money from the product than it costs you to advertise it.

So you can either get better at advertising or make so much money from each customer it’s always profitable.

Either works.",516
1607416244273295366',"Your spouse can either be a liability or an asset.

Reminder: Liabilities decline in value over time. Assets increase in value.

I recommend choosing the latter.",1230
1607398399942266882',"Whenever I don’t feel like putting my weights back I tell myself it’s “free cardio.”

Gets me over the hill.",429
1607385245623681031',"Friendly reminder to start your New Year’s resolutions early so you do them for the sake of doing them, not because an external factor like a calendar change.",867
1607350557164830723',A lot of people want influence over others when they haven’t even mastered it over themselves.,2150
1607126686256009217',"It’s easy to beat people if you give yourself more tries than them.

And when you don’t quit, that’s exactly what you do, but in the real world.",1274
1607062958361956354',"My greatest learning of my first decade in business: to endure hardship for a longer period of time before demanding a reward. 

Nothing great happens on the first try. 

It’s the 100th iteration that makes you dangerous and the ability to see out 2-99 to get there.",1487
1607038676206514177',People don’t grow up. They just get older.,1949
1606984394236993537',"Besides death, there are no rules, only degrees of inconvenience.",1320
1606862833945579520',"Merry Christmas and happy holidays from Mexico from…us. 

LeilaHormozi",1150
1606783068114751489',"The softer society gets, the easier it’ll be for those who refuse it’s influence.",889
1606751774437953537',"If you can live with a temporary loss of status from people you know, then you can operate with fewer constraints than 99% of people.

And that makes you very, very dangerous.",1593
1606735256111005699',"As you age, you spend 20x more time with coworkers than you do with friends.

Who you work with > Who you hang with

Might make sense to spend more than a cursory look at a site before applying.",626
1606696187809222658',"For everyone at home for the holidays…an inexhaustive list of people whose opinions don’t matter:

Mom
Dad
Brother
Sister
Uncle/Aunt/Cousins
Friends
Acquaintances
Coworkers
Commenters on SM

All have dreams for our lives. Only one can survive. Make sure yours is the strongest.",1074
1606672340712030208',"When you travel you either experience an awesome new place, or you find a newfound appreciation for home.

Win win.",1567
1606628323651731457',"$100k per year is the hardest amount of money to make. 

Why?

It’s so limited that it forces you to use low leverage activities/vehicles to achieve it.

You actually LIMIT the logical solutions by constraining it.

Solve for bigger goals and you’ll think with more leverage.",1437
1606496179419840513',"The start and the finish are both fun.

It’s the middle you have to master.

The terrible brutal unending…middle.",1268
1606463459704684547',To change your thoughts change what you consume.,2801
1606395517130481673',Who you compare yourself to dictates who you become.,1316
1606357766242705409',"On too short a time horizon, the actions that create success look like failure.

Measure by your own time horizon, not your friends and family’s.",759
1606326897729642496',"Smart. Busy. Broke.

You can’t be all three.",3081
1606309951080697872',I wish people would take more time to write shorter books.,3060
1606268429660471296',"It’s a lot easier to exceed expectations of a customer if you set them low.

This is why many customers have poor experiences. The salesman sets expectations so high, no one could meet them. And even if you do, you never exceed them.

Sell low. Deliver high.",617
1606114918461227009',"No one has your best interest at heart. 

They have the version of you that serves their best interest at heart. 

The only difference is what time horizon expect the return over.",1232
1606079688224477191',"Carrots and sticks - the four ways to influence the behavior of others:

Reward:
1) Add a carrot 
2) Remove a stick 

Punish:
3) Remove a carrot 
4) Add a stick 

Use all four and you’ll influence more.",396
1606035644962185247',The difference between pros and beginners is that pros expect to get it wrong the first time.,1520
1606002938740150272',Fear keeps us alive but prevents us from living.,1660
1605956547372351488',We regret the risks we didn’t take more than the ones we did.,2191
1605917529645481987',"AI will rapidly commoditize quantity.
Quality will be king (for a window) until it takes that too.",677
1605767784293507072',"What they say: noise
What they do: signal",830
1605629088848261121',"When AI beats humans at being human, it’ll begin a deeper conversation about what it means to be human.",1284
1605589290813046786',You have to confront reality in order to change it.,1350
1605583029203673088',The thing you have isn’t broken. It just needs to be made better.,598
1605346097181999104',"You enter retirement the day you decide to work because you want to rather than because you have to.

Because no one valuable actually stops working…they just change how they see their work…which means they could’ve decided to feel that way day one.

I love this frameshift.",914
1605297033933475841',"Getting leads doesn’t have to be complicated:
1) Make really good stuff
2) Give it away",1012
1605283767790116864',"34 Ways Rich People Beat Poor People:

Rather than starting tomorrow, start today. 

🧵",2887
1605268092178808832',"If you make your team’s default timeline for projects and tasks “end of day” instead of “end of week” you move seven times faster.

And it starts with you.

Speed is king.",626
1605225322449965057',"Building a brand seems complicated. Here’s my layman .02:

1) What you’ve done
2) What you say you’re gonna do that comes true (at a micro and macro level)
3) Other institutions/people you associate with (directly and indirectly)
4) Keeping 1-2-3 aligned with values you hold.",358
1605196290744147968',"The only person forcing you to go home for the holidays is old you.

If you don’t wanna go home, don’t.

They’re gonna talk shit about you behind your back, and then you’ll remember you don’t give a shit what they think.

You’re your own person and make your own goddamn rules.",1122
1605188935529148417',The person you want to become doesn’t listen to the people you’re listening to.,3207
1605180010943455233',"Building a business is like a million point to do list that takes a lifetime to get through.

Every time you start a new one you have to start back at the top.",628
1604963568637513729',"It’s not about “forgetting where you come from” it’s about “letting go of your past.”

A tree grows by pruning the branches that don’t serve the whole.

Gotta make room for the future.

In the words of Tupac “It’s not that I don’t want you to eat, you just can’t sit at my table.”",775
1604865554824642560',"How to stay poor:

Start tomorrow…🧵",15427
1604634395540803585',Slow on strategy. Fast on tactics.,1403
1604598669554192385',"People who ‘move faster’ in life don’t actually move FASTER. 

They do things that return more for their time.

They get more for what the put in.

And time passes just the same.",1007
1604553378650099713',"Do more than they do, and you’ll have more than they have.",2278
1604518543633965057',"People don’t earn their way to a billion.
They own their way to it.",1411
1604361911981654016',It pays to live cheap not because of the savings you keep but because of the bets you can take knowing you aren’t risking anything.,1704
1604148450773172224',People learn more for fun than they ever do out of obligation.,2104
1604132174889746434',"So…years later, all the kids who said:

“Grammar is boring. What’s the point anyways? Robots will do it for me by the time I’m an adult”

…were right. 😂",1449
1604100156541919232',"If you aren’t content with life you have two options:

1) Change your life
2) Change your expectations of life

Both are hard.
1) Takes courage.
2) Takes acceptance.",1208
1603936813168660484',"The more good people I meet who do things I used to think only people I didn’t like did, the more I question my judgments.",519
1603905257016160256',It’s a wonderful feeling when you share something you’ve been ashamed of with the world and realize no one cares.,1750
1603876663179153409',"You know you love what you do if, on your vacations, you’re more excited to work because you won’t be interrupted.",898
1603817280869113856',There’s always a market for a way better version of the current thing.,1264
1603726680111079427',"To gain status, it’s NOT “give more than other people give.” It’s “give more to THE GROUP than anyone else.”

People give status proportional to the give and their benefit from it. 

So, it’s not about being generally nice. It’s about being targeted.",371
1603536689577730050',"Next time you’re in a disagreement over values where someone accuses you of being a label they deem as negative…

Tell them they’re right, then watch them melt.

Most people love the drama more than the decision.",778
1603478816135041024',"How to guarantee the next time you go to that restaurant you love it’s not as good:

Expect it to be better than last time.",341
1603448603606925312',"My favorite way to stop feeling angry:

Remind myself I don’t matter.",1621
1603399782458068995',"My big anxiety cure-all:

“I’m gonna die and this isn’t gonna matter.”

Makes light work of most daily stressors.",1758
1603145342429675521',"Big mistake I see guys 18-28 make:

Think they’re in earning season rather than learning season.

Warren Buffet worked for free for Ben Graham…and WB got the better end of the deal.

Use your skills to get access to even higher skills rather than cash in for a smaller prize.",1911
1603118927755837441',Solve rich people’s problems. They pay better.,20261
1603073628073066498',The easiest way to increase how much you charge is to solve the same problem for a wealthier person.,2576
1603052160022986752',"No matter how good you think it is, your audience decides.",1651
1603025972520853504',"It’s better to be underrated when you’re on the come up.

You don’t want them to see you coming.",1193
1603010893259808768',"First fish I’ve ever caught.
54” 45lbs Mahi Mahi

I now understand why people post these pictures…it’s a lot of fun.",3165
1602771635097870336',Solve the problems of the rich and they will make you one of them.,6374
1602708557652455425',"If you solve rich people problems, you get to charge rich people prices.",8256
1602418368379818000',"When push comes to shove…

Cash flow > Profit > Revenue",1133
1602328728037736449',"If you want to change your reputation, change your behavior.

Your reputation will catch up.",1862
1602293213519175681',"While at a resort in Cabo, I saw a beautiful sunset and joked to one of the groundskeepers “I’m sure you’re you’ve seen so many sunsets like this you’re used to them by now.”

He replied “Not at all. Every one of them is unique.”

Just felt like a perspective worth sharing.",1224
1601619040866566146',We never eliminate problems. We trade worse ones for better ones.,1331
1601581705222987776',There’s almost no situation in which starting later helps you.,3336
1601347293487431680',"There are always reasons to leave a relationship. 

But if you want to keep it, make sure you have more reasons to stay.",746
1600970324111081472',"If you want to get leads, build something incredibly valuable (far better than your competitors product/service)…

…then give it away.",1290
1600874687277375488',Money sticks to the person who pays it the most attention.,1999
1600584823508115456',"If a business owner friend offers you a homie hookup - do them a solid in return - offer to pay full price. 

No better way to support a friend than give them your business rather than being an added cost.",1324
1600579696906878985',"It makes more sense for aliens to be AI robots than organics. They:

Live longer.
Think faster.
Remember longer.
Need no food. 
Survives in worse climates/longer journeys.
No kids.
No teach/learn inefficiency.
Stronger physical form.
Can improve self/adapt.

Just sayin.",462
1600529364545929216',"Descending value of advice:

1) Been there + took someone just like me there…multiple times
2) Took someone just like me there
3) Took someone there
4) Been there
5) Knows someone who went
6) Giving their two cents
7) Comments on social media",640
1600496517881729027',There’s no feeling that makes me more sick than the idea that I could’ve done more and didn’t.,2140
1600341277886668800',"This is a random mental note for single people. 

When you see a random gorgeous person you wanna ask out, just do it. 

You either get a lead or you get a funny story.

The only thing you regret is not doing it.

#shotsongoal",1638
1600289649125388288',"The only thing you signal to wealthy people with a picture of a lambo and a nice watch is that you are not wealthy.

Because truly wealthy people can buy unlimited lambos, making it a poor persons measuring stick.

Which, ironically, repels the wealthy and attracts the poor.",1170
1600246250158567424',"If it’s not going to matter eventually, don’t let it matter today.",1150
1600141031366094848',"We should teach kids to learn and communicate. After that, they have what they need to do everything else.",896
1600104058710380544',"If someone tries to insult you, the craziest thing to do is accept it.",1450
1599977606660902914',"AI is awesome until it does your job better than you, for free, instantly.

Then, it becomes frightening.",2296
1599915316544430080',"Your mere existence will be offensive to people.

And if it weren’t, you’d probably be offended by the person you’d become to appease them.",752
1599886638578110465',"The more you give before you ask, the more you get to ask for.

The heavier the plane, the longer the runway.",837
1599796098452885505',"Most family & friends don’t actually want the best version of you, they want the version of you that best serves them.",4993
1599754259259707393',You just have to want it more than you hate doing the things it takes to get there.,2623
1599603259349532672',"I find it funny when people brag about how little the work.

It’s like saying “I hate what I do so I minimize it”

Why not figure out something you like?",1070
1599568028710195200',"I used to beat myself up when I failed. I thought it was insecurity, but it wasn’t.

It was because there were more things I know I could’ve done, but didn’t.

Do so much that even if you fail, you wouldn’t blame yourself. And u won’t. 
—>You’ll also win more.",1013
1599536571392434177',We’re only hurt when people insult us using the same words we use to insult ourselves.,1264
1599502595030192128',"Ironically, we elevate other people’s opinions even though they have the least context, and disregard the one that has the most, our own.",572
1599444485876109312',The silver lining of the softening of culture. It’ll be easier to win for those who stay hard.,989
1599424581667901443',You can’t stop caring about what other people think. But you can think less about it.,817
1599390607906144257',"When someone has no context on your life and gives advice, they’re not talking to you, they’re talking to themselves.",3871
1599214465769431041',"“Silence is complicity” is dangerous to democracy ☠️

In a sexual setting, if I were to say “silence is consent.” Would you agree? Probably not.

Mind you - I get the good intention to stand up and discourage “unwelcome” socially. Etc.

But…it’s a slippery slope. 🧵",527
1599193055902539782',"Easiest way I’ve found to make content when I’m stuck:

Read the comments…& whenever someone makes an excuse about why the post doesn’t apply to them, make why they’re wrong/right the next piece of content.

An organic conversation is an endless content machine.",783
1599175438265618432',"If you ask for help and no one cares, pay for help.",1787
1599161756655710208',"If a smart person makes many dumb decisions, they are dumb.",1119
1599143981379715079',"Accomplishing your goals is a form of self care.

Because when you look back on your life it won’t be the cucumber bath you took one day to relax that will comfort you, but the stack of undeniable proof that you are who you say you are.",1470
1599088616860532737',"The most painful part of failure is how much we judge ourselves for failing, not the failure itself.",1892
1599046709090603008',"Most people try little, for a short time, without asking for help.

And that’s why most fail.",1229
1598858684058468353',It’s never ‘too late to start’ if you plan on doing it forever.,2318
1598670913616191488',"There are no solutions. 
Only tradeoffs for new, better problems.",776
1598571876661723136',"When the prospect is ready, the salesman appears.",624
1598412775768092672',"When you increase the quality of your customers, you increase the quality of your company.",1426
1598310131728805888',Leverage comes from needing nothing from the other person.,1310
1598032925328609292',"Give away the secrets, sell the implementation.",2758
1597997632320065541',"A very rich friend of mine: “here’s how I answer my phone for everyone”

“Is it an emergency?”
If no - why are you calling?
If yes - why you calling me?

The world has changed.",1666
1597990132791009280',"Blaming & complaining are not escapes, they are chains of servitude.

You submit to the power of whatever you point at. You admit that you have no control. Your scapegoat becomes your master.",577
1597944823935295491',"How I Weight Advice:
Highest: Been there + took someone just like me there 
High: Took someone just like me there
Mid: Took someone there
Mid-low: Been there
Low: Knows someone who went
Lowest: Giving their two cents",858
1597925841270624259',"There are seasons of learning and seasons of earning. 

Make sure you know which one you’re in.",1030
1597767409439592448',"Goals of what you need to do
>
Goals of what you want to happen",622
1597732179500474369',Underdogs have the advantage of being underestimated. And it’s an advantage you only get once.,1400
1597670522640388098',"Remind yourself of who you are, not who you used to be.",1670
1597641588745936896',Cash flow cures all temporary woes.,1304
1597609668943089665',We stay poor until we’ve learned all the lessons poverty has to teach.,2846
1597588736904204288',A memory is an annuity that has a one time cost but pays dividends the rest of your life.,455
1597423895598010374',"You build your reputation by doing what you said, saying what you’ll do, and having both be true.

Scoreboard + Shots called = Reputation",1502
1597382374962126855',"Manifestation is bullshit. 
You take action—> you get outcomes.

Sometimes you get what you want. Other times you don’t.

But if you roll the dice a lot of times, you increase the likelihood you get what you want so significantly, it becomes unlikely not to occur.

Action first.",1823
1597358857076236288',Don’t tell someone to wait. Tell them what to do instead. - DrKashey,289
1597330796523802627',"When you grow, the standard people hold you to raises.

What was once applause-worthy becomes expected.

So we just have to keep getting better.",749
1597273662909870081',"3 differences between a pivot and a shiny object:
1) Post change will you be doing two things or one? 1 - Pivot. 2 - Shiny Object
2) Same avatar and core promise? Same - Pivot. New - Shiny
3) Same team or new team to make happen? Same - Pivot. New - shiny.

Pivots - 👍🏼 Shiny - 👎🏼",269
1597217546087927808',"When selling or explaining, the value of the perfect analogy can’t be overstated. 

It’s the framework the prospect hangs your entire argument on.",641
1597033823363104770',"Don’t trust people who shit talk exes: spouses, employers, friends.

Because one day, you’ll be their ex, and you already know how they’ll behave.",1423
1596986008507072513',"People will tell you to stop pushing when your reality exceeds their dreams, not yours.",1547
1596940711672385539',The best thing I ever did was not listen to other people about what I should do with my life.,3210
1596921839208566785',"If you zag, most people will disagree with you.

You’ll either make a lot of money, or be wrong.

But you never make a lot of money zigging, but you can be just as wrong.",395
1596893087749394434',Focus means after you say yes once saying no to everything else after.,1100
1596678987408818177',Fast beats free.,842
1596639995686780929',Fulfill as if every customer’s contract is about to be up.,510
1596602236573843456',"If you’re starting out, give your stuff away for free.

When people say no, ask them why.

The reasons they list will be the hidden costs associated with your product or service.

Reverse those and you’ll unlock value.

Oftentimes your price isn’t the biggest cost.",1660
1596569213866369024',Just because something doesn’t cost money doesn’t mean it’s free.,1741
1596258815522922496',"The most fun thing in the world to sell:
Opportunity.

The easiest thing in the world to sell:
Necessity.",1132
1596192003514978304',"To have a business that compounds in growth you either have to:

1) Sell stuff people don’t stop buying
2) Recruit people who never stop selling

Otherwise you never get credit for what you did last year and are always repeating your “first year” of business.",997
1596188737318572032',What if the goal switched from dying with as many assets as possible to as few?,799
1595922767311880198',You trying to plan 100 steps into the future when you have no context is pointless because chaos will break you plan anyways.,1004
1595877466337599488',"When we’re young, we trade anytime we’ve got for money.

As we age, we begin trading our money for some time back.

Until one day we’d give all our money for any time we can get.

We always trade what we have more of for what we have less of.",1073
1595805621021876224',"When I’m 50, I’d trade everything I own to be 33 - my current age - again…

Which makes right now > all wealth I’d ever accumulate.

“You’d give it all to live today again.”

This is my gratitude lens. 
Happy thanksgiving.",2286
1595774305295601664',People don’t make the big money because they can’t turn down the fast money.,1861
1595554251798974464',Having a great day. Wishing you an even better one.,695
1595458448195735554',"In a capitalist system, both parties say thank you in an exchange. 

It’s one of the beautiful things about voluntary trade. 

Both parties see a net gain.

The best games are not zero sum.",514
1595408479858339841',"Most people can’t be happy for others because they think if their friend wins they lose.

The irony is, the higher your friend’s status, the higher your status by association.

There are many virtuous reasons to cheer a friend, but self interest is among the most compelling.",1814
1595269700811821059',Mistakes love a rushed decision.,819
1595239509817450496',Most deadlines are arbitrary lines that we threaten ourselves to cross with a punishment of suffering.,390
1595209304994365440',A lot of suffering can be avoided by extending the time horizon for the goals we set.,1446
1595176923721629696',"Half your days are below the median. 

It’s not bad. It’s math.",657
1595133470547726336',The day I stopped wanting to be happy all the time was the day I stopped suffering from judging myself for being human.,1047
1595106166291374080',"Most entrepreneurs can dramatically increase their net worth by doing less.

If you can hire the people to run your business without you, truly, as in, someone else could buy the bank account and it would continue to get deposits…you have a valuable thing. 

Worth prioritizing.",576
1594916916216627201',"Whenever I find myself in those moments when I don’t want to do what I know must be done to achieve what I want I tell myself:

I will do what is required.",1232
1594792818957905920',Most people ask for advice when they want permission.,1198
1594790380846710784',"Don’t make money to attract the girl.
Attract the girl who makes you money.",3214
1594526087635009536',"You’ll get bored of your content topics before your audience even remembers your name.

If you want your message to be remembered, repeat it.",1292
1594508434921201666',A mediocre plan done for a decade beats a perfect plan done for a day.,1526
1594458107433959424',"I polled my IG audience and asked them how many of them knew I had a book. 

The results shocked me.

Despite sharing stories of my book - daily for over a year - 16% didn’t know I had one.

A reminder of how much we need communicate a single message to cut through the noise.",651
1594421616997302272',We have difficulty finding things we’re grateful for because we believe we deserve more than we have.,992
1594385807070359552',"If you feel you deserve something, you do not feel grateful when you get it.",1093
1594168697257533441',"If I could create a human being to be hyper successful, these are the traits I’d give them:

1) Ambition
2) Focus
3) Patience

When you have those, it’s hard not to do big stuff.",1692
